entity_id,state,last_changed
sensor.esp32_bme680_indoor_air_quality,12.4,2025-01-28T02:46:39.277Z
sensor.esp32_ultrasonic_sensor,0.16,2025-01-26T08:00:00.000Z
sensor.esp32_ultrasonic_sensor,unavailable,2025-01-28T00:18:47.898Z
sensor.esp32_ultrasonic_sensor,unknown,2025-01-28T02:15:13.205Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:17:21.178Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:19:01.221Z
sensor.esp32_ultrasonic_sensor,0.71,2025-01-28T02:19:41.257Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:20:01.228Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:20:21.193Z
sensor.esp32_ultrasonic_sensor,0.71,2025-01-28T02:21:01.233Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:22:01.232Z
sensor.esp32_ultrasonic_sensor,0.71,2025-01-28T02:22:21.201Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:23:41.184Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:24:21.217Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:24:41.189Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:25:21.329Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:25:41.208Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:26:21.236Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:26:41.307Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:27:01.280Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:28:01.286Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:28:21.255Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:28:41.223Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:29:01.194Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:29:21.261Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:29:41.163Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:30:01.203Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:30:21.272Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:30:41.340Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:31:21.274Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:31:41.254Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:32:01.210Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:32:21.232Z
sensor.esp32_ultrasonic_sensor,0.72,2025-01-28T02:32:41.254Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:33:21.185Z
sensor.esp32_ultrasonic_sensor,0.69,2025-01-28T02:35:41.269Z
sensor.esp32_ultrasonic_sensor,0.66,2025-01-28T02:36:01.233Z
sensor.esp32_ultrasonic_sensor,unknown,2025-01-28T02:36:21.200Z
sensor.esp32_ultrasonic_sensor,0.92,2025-01-28T02:37:01.239Z
sensor.esp32_ultrasonic_sensor,0.35,2025-01-28T02:37:21.206Z
sensor.esp32_ultrasonic_sensor,0.68,2025-01-28T02:37:41.277Z
sensor.esp32_ultrasonic_sensor,0.62,2025-01-28T02:38:01.244Z
